id,name,pkg,lead_ext,category,packaged,lifecycle,kind,kernel,vendor,contrib,lang,license,tags,version,url,repo_url,home_url,doc_url,license_url,control_url,author_url,cargo_url,pgxn_url,has_bin,has_lib,need_ddl,need_load,trusted,relocatable,libs,schemas,pg_ver,requires,required_by,see_also,tarball,pgrx_ver,rpm_ver,rpm_repo,rpm_pkg,rpm_pg,rpm_deps,rpm_build,deb_ver,deb_repo,deb_pkg,deb_pg,deb_deps,deb_build,stars,watchers,forks,repo_created_at,last_commit,last_release,last_active,checked_at,en_desc,zh_desc,comment,extra,mtime
5120,pg_readonly,pg_readonly,pg_readonly,ADMIN,t,,preload,,,f,C,PostgreSQL,,1.0.6,https://github.com/pierreforstmann/pg_readonly,https://github.com/pierreforstmann/pg_readonly,,,,https://github.com/pierreforstmann/pg_readonly/blob/master/pg_readonly.control,https://github.com/pierreforstmann,,https://pgxn.org/dist/pg_readonly/,f,t,t,t,f,f,{pg_readonly},,"{14,15,16,17,18}",,,"{pg_permissions,pg_upless,safeupdate,set_user,pgaudit,noset,sepgsql,login_hook}",pg_readonly-1.0.5.tar.gz,,1.0.6,PGDG,pg_readonly_$v,"{18,17,16,15,14}",,f,1.0.5,PIGSTY,postgresql-$v-pg-readonly,"{18,17,16,15,14}",,t,19,1,4,2020-04-06,2026-07-15,2026-07-15,2026-07-15,2026-07-16,cluster database read only,将集群设置为只读,Latest PGDG RPM/catalog version is 1.0.6; PIGSTY DEB and source remain on 1.0.5.,{},2026-07-22
5130,pgdd,pgdd,pgdd,ADMIN,t,,standard,,,f,Rust,MIT,{pgrx},0.6.1,https://github.com/rustprooflabs/pgdd,https://github.com/rustprooflabs/pgdd,,,https://github.com/rustprooflabs/pgdd/blob/main/LICENSE,https://github.com/rustprooflabs/pgdd/blob/main/pgdd.control,https://github.com/rustprooflabs,https://github.com/rustprooflabs/pgdd/blob/main/Cargo.toml,,f,t,t,f,f,f,,{dd},"{14,15,16,17,18}",,,"{pg_catcheck,pg_orphaned,pg_checksums}",pgdd-0.6.1.tar.gz,0.19.1,0.6.1,PIGSTY,pgdd_$v,"{18,17,16,15,14}",,t,0.6.1,PIGSTY,postgresql-$v-pgdd,"{18,17,16,15,14}",,t,56,2,4,2018-09-18,2025-12-05,2025-12-05,2025-12-05,2026-07-16,Introspect pg data dictionary via standard SQL,提供通过标准SQL查询数据库目录集簇的能力,raw pgrx: 0.16.1,{},2026-07-17
5140,pg_permissions,pg_permissions,pg_permissions,ADMIN,t,,standard,,,f,SQL,BSD-2-Clause,,1.4.1,https://github.com/cybertec-postgresql/pg_permissions,https://github.com/cybertec-postgresql/pg_permissions,,,https://github.com/cybertec-postgresql/pg_permissions/blob/master/LICENSE,https://github.com/cybertec-postgresql/pg_permissions/blob/master/pg_permissions.control,https://github.com/cybertec-postgresql,,,f,t,t,f,f,f,,,"{14,15,16,17,18}",,,"{pg_readonly,pgaudit,set_user,pg_upless,safeupdate,pgauditlogtofile,credcheck,login_hook}",,,1.4.1,PGDG,pg_permissions_$v,"{18,17,16,15,14}",,f,1.4,PGDG,postgresql-$v-pg-permissions,"{18,17,16,15,14}",,f,162,20,17,2018-09-21,2026-06-29,2026-06-29,2026-06-29,2026-07-16,view object permissions and compare them with the desired state,查看对象权限并将其与期望状态进行比较,Latest PGDG RPM/catalog version is 1.4.1; PGDG DEB remains on 1.4.,{},2026-07-22
5150,pgautofailover,pgautofailover,pgautofailover,ADMIN,t,,preload,,,f,C,PostgreSQL,,2.2,https://github.com/hapostgres/pg_auto_failover,https://github.com/hapostgres/pg_auto_failover,,,https://github.com/hapostgres/pg_auto_failover/blob/main/LICENSE,https://github.com/hapostgres/pg_auto_failover/blob/main/src/monitor/pgautofailover.control,https://github.com/hapostgres,,,f,t,t,t,f,f,{pgautofailover},,"{14,15,16,17,18}",{btree_gist},,"{pglogical,pglogical_origin,pg_failover_slots,pgpool_recovery,repmgr,pg_checksums,pgpool_adm,bgw_replstatus}",,,2.2,PGDG,pg_auto_failover_$v,"{18,17,16,15,14}",,f,2.2,PGDG,postgresql-$v-auto-failover,"{18,17,16,15,14}",,f,1361,56,140,2019-05-03,2026-07-15,2025-04-03,2026-07-15,2026-07-16,pg_auto_failover,PG 自动故障迁移,,{},2026-07-22
5160,pg_catcheck,pg_catcheck,pg_catcheck,ADMIN,t,,standard,,,f,C,BSD-3-Clause,,1.6.0,https://github.com/EnterpriseDB/pg_catcheck,https://github.com/EnterpriseDB/pg_catcheck,,,https://github.com/EnterpriseDB/pg_catcheck/blob/master/LICENSE,,https://github.com/EnterpriseDB,,,f,t,t,f,f,,,,"{14,15,16,17,18}",,,"{pg_checksums,amcheck,pg_surgery,pageinspect,pg_visibility,pgstattuple,ddlx,pgdd}",,,1.6.0,PGDG,pg_catcheck_$v,"{18,17,16,15,14}",,f,1.6.0,PGDG,postgresql-$v-pg-catcheck,"{18,17,16,15,14}",,f,87,14,15,2014-05-01,2024-11-12,2024-11-04,2024-11-12,2026-07-16,Diagnosing system catalog corruption,用于诊断系统目录是否损坏的工具,,{},2026-07-17
5170,pre_prepare,preprepare,pre_prepare,ADMIN,t,,standard,,,f,C,PostgreSQL,,0.9,https://github.com/dimitri/preprepare,https://github.com/dimitri/preprepare,,,https://github.com/dimitri/preprepare/blob/master/debian/copyright,https://github.com/dimitri/preprepare/blob/master/pre_prepare.control,https://github.com/dimitri,,,f,t,t,f,f,t,,,"{14,15,16,17,18}",,,"{pg_store_plans,auto_explain,pg_stat_statements,plpgsql_check,pg_show_plans,pg_qualstats,pg_hint_plan,pgaudit}",preprepare-0.9.tar.gz,,0.9,PIGSTY,preprepare_$v,"{18,17,16,15,14}",,t,0.9,PGDG,postgresql-$v-preprepare,"{18,17,16,15,14}",,f,46,3,5,2010-12-03,2025-10-08,2025-10-08,2025-10-08,2026-07-16,Pre Prepare your Statement server side,在服务端预先准备好PreparedStatement备用,,{},2026-07-17
5180,pg_upless,pg_upless,pg_upless,ADMIN,t,,puresql,,,f,SQL,PostgreSQL,,0.0.3,https://github.com/rodo/pg_upless,https://github.com/rodo/pg_upless,,,https://github.com/rodo/pg_upless/blob/main/LICENSE,https://github.com/rodo/pg_upless/blob/main/pg_upless.control.in,https://github.com/rodo,,https://pgxn.org/dist/pg_upless/,f,f,t,f,t,f,,,"{14,15,16,17,18}",{plpgsql},,"{pg_readonly,pg_savior,safeupdate,pg_permissions,pgaudit,set_user,pg_drop_events,table_log}",pg_upless-0.0.3.tar.gz,,0.0.3,PIGSTY,pg_upless_$v,"{18,17,16,15,14}",,t,0.0.3,PIGSTY,postgresql-$v-pg-upless,"{18,17,16,15,14}",,t,2,1,0,2024-12-15,2024-12-16,,2024-12-16,2026-07-16,Detect Useless UPDATE,检测表上的无用UPDATE,,{},2026-07-17
5190,pgcozy,pgcozy,pgcozy,ADMIN,t,,puresql,,,f,SQL,PostgreSQL,,1.0,https://github.com/vventirozos/pgcozy,https://github.com/vventirozos/pgcozy,,,,https://github.com/vventirozos/pgcozy/blob/master/pgcozy.control,https://github.com/vventirozos,,https://pgxn.org/dist/pgcozy/,f,f,t,f,,,,,"{14,15,16,17,18}","{pg_buffercache,pg_prewarm}",,"{pgfincore,pg_cooldown,pg_prewarm,pg_buffercache,pg_repack,pg_squeeze,pg_visibility,system_stats}",pgcozy-1.0.tar.gz,,1.0,PIGSTY,pgcozy_$v,"{18,17,16,15,14}",,t,1.0,PIGSTY,postgresql-$v-pgcozy,"{18,17,16,15,14}",,t,2,1,0,2015-04-29,2015-05-07,,2015-05-07,2026-07-16,Pre-warming shared buffers according to previous pg_buffercache snapshots for PostgreSQL.,根据先前的pg_buffercache快照预热内存缓冲区,,{},2026-07-17
5200,pg_orphaned,pg_orphaned,pg_orphaned,ADMIN,t,,standard,,,f,C,PostgreSQL,,1.0,https://github.com/bdrouvot/pg_orphaned,https://github.com/bdrouvot/pg_orphaned,,,https://github.com/bdrouvot/pg_orphaned/blob/master/LICENSE,https://github.com/bdrouvot/pg_orphaned/blob/master/pg_orphaned.control,https://github.com/bdrouvot,,,f,t,t,f,,,,,"{14,15,16,17,18}",,,"{pg_dirtyread,pg_surgery,amcheck,pageinspect,pg_visibility,pg_checksums,pg_catcheck,pg_repack}",pg_orphaned-1.0.tar.gz,,1.0,PIGSTY,pg_orphaned_$v,"{18,17,16,15,14}",,t,1.0,PIGSTY,postgresql-$v-pg-orphaned,"{18,17,16,15,14}",,t,23,5,5,2020-05-04,2026-04-27,,2026-04-27,2026-07-16,Deal with orphaned files,处理孤儿文件的扩展插件,,{},2026-07-17
5210,pg_crash,pg_crash,pg_crash,ADMIN,t,,headless,,,f,C,BSD-3-Clause,,1.0,https://github.com/cybertec-postgresql/pg_crash,https://github.com/cybertec-postgresql/pg_crash,,,https://github.com/cybertec-postgresql/pg_crash/blob/master/LICENSE,,https://github.com/cybertec-postgresql,,,f,t,f,t,,f,{pg_crash},,"{14,15,16,17,18}",,,"{pg_snakeoil,pg_cheat_funcs,pg_savior,pg_dirtyread,pg_surgery,pg_repack,pg_rewrite,pg_squeeze}",pg_crash-1.0.tar.gz,,1.0,PIGSTY,pg_crash_$v,"{18,17,16,15,14}",,t,1.0,PIGSTY,postgresql-$v-pg-crash,"{18,17,16,15,14}",,t,34,7,4,2017-10-26,2026-03-20,2025-10-08,2026-03-20,2026-07-16,Send random signals to random processes,向数据库进程随机发送信号模拟故障,,{},2026-07-19
5220,pg_cheat_funcs,pg_cheat_funcs,pg_cheat_funcs,ADMIN,t,,standard,,,f,C,PostgreSQL,,1.0,https://github.com/MasaoFujii/pg_cheat_funcs,https://github.com/MasaoFujii/pg_cheat_funcs,,,,https://github.com/MasaoFujii/pg_cheat_funcs/blob/master/pg_cheat_funcs.control,https://github.com/MasaoFujii,,,f,t,t,f,,t,,,"{14,15,16,17,18}",,,"{pg_crash,pg_snakeoil,pg_dirtyread,pg_savior,pg_surgery,adminpack,pageinspect,pg_repack}",pg_cheat_funcs-1.0.tar.gz,,1.0,PIGSTY,pg_cheat_funcs_$v,"{18,17,16,15,14}",,t,1.0,PIGSTY,postgresql-$v-pg-cheat-funcs,"{18,17,16,15,14}",,t,39,7,11,2016-04-18,2024-05-27,,2024-05-27,2026-07-16,Provides cheat (but useful) functions,一些超级实用的作弊函数,,{},2026-07-17
5230,fio,pg_fio,fio,ADMIN,t,,standard,,,f,C,BSD-3-Clause,,1.0,https://github.com/csimsek/pgsql-fio,https://github.com/csimsek/pgsql-fio,,,https://github.com/csimsek/pgsql-fio/blob/main/LICENSE,https://github.com/csimsek/pgsql-fio/blob/main/fio.control,https://github.com/csimsek,,,f,t,t,f,f,t,,,"{14,15,16,17,18}",,,"{pgfincore,adminpack,file_fdw,pageinspect,pgstattuple,pg_repack,pg_rewrite,pg_squeeze}",pg_fio-1.0.tar.gz,,1.0,PIGSTY,pg_fio_$v,"{18,17,16,15,14}",,t,1.0,PIGSTY,postgresql-$v-pg-fio,"{18,17,16,15,14}",,t,33,6,11,2015-02-28,2024-02-03,,2024-02-03,2026-07-16,PostgreSQL File I/O Functions,PostgreSQL文件IO函数包,,{},2026-07-17
5240,qos,pg_qos,qos,ADMIN,t,,preload,,,f,C,GPL-3.0,{hook},1.0,https://github.com/appstonia/pg_qos,https://github.com/appstonia/pg_qos,,,https://github.com/appstonia/pg_qos/blob/main/LICENSE,https://github.com/appstonia/pg_qos/blob/main/qos.control,https://github.com/appstonia,,,f,t,t,t,f,f,{qos},,"{15,16,17,18}",,,"{prioritize,pg_permissions,pg_readonly,pg_crash,pg_cooldown,pg_rewrite,pg_repack,pgfincore}",pg_qos-1.0.0.tar.gz,,1.0.0,PIGSTY,pg_qos_$v,"{18,17,16,15}",,t,1.0.0,PIGSTY,postgresql-$v-qos,"{18,17,16,15}",,t,60,0,5,2025-10-27,2026-03-17,2026-03-02,2026-03-17,2026-07-16,QoS resource governor extension for PostgreSQL sessions and queries,PostgreSQL QoS 资源治理扩展（会话与查询限流/隔离）,,{},2026-07-19
5250,pg_pathcheck,pg_pathcheck,pg_pathcheck,ADMIN,t,,headless,,,f,C,MIT,,0.9.1,https://github.com/danolivo/pg_pathcheck,https://github.com/danolivo/pg_pathcheck,,,https://github.com/danolivo/pg_pathcheck/blob/main/LICENSE,,https://github.com/danolivo,,https://pgxn.org/dist/pg_pathcheck/,f,t,f,t,f,f,{pg_pathcheck},,"{17,18}",,,"{pg_catcheck,pg_checksums,amcheck,pg_surgery,pageinspect,pg_visibility,pgstattuple,pg_repack}",pg_pathcheck-0.9.1-pg17-18.tar.gz,,0.9.1,PIGSTY,pg_pathcheck_$v,"{18,17}",,t,0.9.1,PIGSTY,postgresql-$v-pg-pathcheck,"{18,17}",,t,13,0,0,2026-04-16,2026-04-29,2026-04-29,2026-04-29,2026-07-16,Validate planner Path trees for freed or corrupt memory,校验 planner Path 树，诊断已释放或损坏的内存引用,,{},2026-07-19
5260,pgdisablelogerror,pgdisablelogerror,pgdisablelogerror,ADMIN,t,,preload,,,f,C,PostgreSQL,"{error,log,preload}",1.0,https://github.com/fmbiete/pgdisablelogerror,https://github.com/fmbiete/pgdisablelogerror,,,https://github.com/fmbiete/pgdisablelogerror/blob/main/COPYING,https://github.com/fmbiete/pgdisablelogerror/blob/main/pgdisablelogerror.control,https://github.com/fmbiete,,,f,t,t,t,f,t,{$libdir/pgdisablelogerror},,"{14,15,16,17,18}",,,"{logerrors,pgauditlogtofile}",pgdisablelogerror-1.0.tar.gz,,1.0,PGDG,pgdisablelogerror_$v,"{18,17,16,15,14}",,t,1.0,PIGSTY,postgresql-$v-pgdisablelogerror,"{18,17,16,15,14}",,t,0,1,0,2022-03-17,2022-03-17,2022-03-17,2022-03-17,2026-07-16,Disable selected SQLSTATE error codes from PostgreSQL server logging.,按 SQLSTATE 错误码禁止部分错误写入 PostgreSQL 服务器日志。,,"{""repo"": ""PGDG""}",2026-07-21
5810,pg_savior,pg_savior,pg_savior,ADMIN,t,,standard,,,f,C,Apache-2.0,,0.1.0,https://github.com/viggy28/pg_savior,https://github.com/viggy28/pg_savior,,,https://github.com/viggy28/pg_savior/blob/main/LICENSE,https://github.com/viggy28/pg_savior/blob/main/pg_savior.control,https://github.com/viggy28,,https://pgxn.org/dist/pg_savior/,f,t,t,f,,t,,,"{14,15,16,17,18}",,,"{pg_upless,safeupdate,pg_drop_events,pg_cheat_funcs,table_log,pg_snakeoil,pg_auditor,temporal_tables}",pg_savior-0.1.0.tar.gz,,0.1.0,PIGSTY,pg_savior_$v,"{18,17,16,15,14}",,t,0.1.0,PIGSTY,postgresql-$v-pg-savior,"{18,17,16,15,14}",,t,49,3,6,2024-01-08,2026-04-26,2026-04-26,2026-04-26,2026-07-16,Postgres extension to save OOPS mistakes,阻止不带条件的全表更新以避免意外事故,PG18 EL patch removes tuplestore_donestoring,{},2026-07-18
5820,safeupdate,safeupdate,safeupdate,ADMIN,t,,headless,,,f,C,ISC,,1.5,https://github.com/eradman/pg-safeupdate,https://github.com/eradman/pg-safeupdate,,,https://github.com/eradman/pg-safeupdate/blob/master/LICENSE,,https://github.com/eradman,,https://pgxn.org/dist/safeupdate/,f,t,f,t,f,,{safeupdate},,"{14,15,16,17,18}",,,"{pg_readonly,pg_upless,pg_savior,pg_permissions,pgaudit,set_user,login_hook,noset}",pg-safeupdate-1.5.tar.gz,,1.5,PGDG,safeupdate_$v,"{18,17,16,15,14}",,f,1.5,PIGSTY,postgresql-$v-pg-safeupdate,"{18,17,16,15,14}",,t,152,6,9,2018-03-27,2026-07-13,2026-07-13,2026-07-13,2026-07-16,Require criteria for UPDATE and DELETE,强制在 UPDATE 和 DELETE 时提供 Where 条件,,"{""repo"": ""PGDG""}",2026-07-19
5830,pg_strict,pg_strict,pg_strict,ADMIN,t,,preload,,,f,Rust,MIT,{pgrx},1.0.5,https://github.com/spa5k/pg_strict,https://github.com/spa5k/pg_strict,,,,https://github.com/spa5k/pg_strict/blob/master/pg_strict.control,https://github.com/spa5k,https://github.com/spa5k/pg_strict/blob/master/Cargo.toml,,f,t,t,t,f,f,{pg_strict},,"{14,15,16,17,18}",,,"{safeupdate,pg_savior,pg_upless,pg_drop_events,pg_readonly,table_log,pgaudit,pg_permissions}",pg_strict-1.0.5.tar.gz,0.19.1,1.0.5,PIGSTY,pg_strict_$v,"{18,17,16,15,14}",,t,1.0.5,PIGSTY,postgresql-$v-pg-strict,"{18,17,16,15,14}",,t,19,0,0,2026-01-24,2026-02-18,2026-02-18,2026-02-18,2026-07-16,Prevent dangerous UPDATE and DELETE without WHERE clause,防止不带WHERE条件的危险UPDATE和DELETE操作,raw pgrx: 0.17.0,{},2026-07-19
5850,pg_drop_events,pg_drop_events,pg_drop_events,ADMIN,t,,puresql,,,f,SQL,PostgreSQL,,0.1.0,https://github.com/bolajiwahab/pg_drop_events,https://github.com/bolajiwahab/pg_drop_events,,,,https://github.com/bolajiwahab/pg_drop_events/blob/main/pg_drop_events.control,https://github.com/bolajiwahab,,https://pgxn.org/dist/pg_drop_events/,f,f,t,f,f,f,,{public},"{14,15,16,17,18}",{plpgsql},,"{pg_savior,table_log,pgaudit,pg_auditor,temporal_tables,emaj,pg_upless,pgauditlogtofile}",pg_drop_events-0.1.0.tar.gz,,0.1.0,PIGSTY,pg_drop_events_$v,"{18,17,16,15,14}",,t,0.1.0,PIGSTY,postgresql-$v-pg-drop-events,"{18,17,16,15,14}",,t,7,1,1,2021-05-17,2025-01-18,2025-01-18,2025-01-18,2026-07-16,"logs transaction ids of drop table, drop column, drop materialized view statements",记录删表删列删视图的事务号，辅助PITR确定时间点,,{},2026-07-22
5860,table_log,table_log,table_log,ADMIN,t,,standard,,,f,C,PostgreSQL,,0.6.4,https://github.com/df7cb/table_log,https://github.com/df7cb/table_log,,,https://github.com/df7cb/table_log/blob/master/debian/copyright,https://github.com/df7cb/table_log/blob/master/table_log.control,https://github.com/df7cb,,,f,t,t,f,f,f,,,"{14,15,16,17,18}",,,"{temporal_tables,emaj,pg_drop_events,pg_auditor,pg_upless,pg_savior,pgaudit,pgauditlogtofile}",table_log-0.6.4.tar.gz,,0.6.4,PIGSTY,table_log_$v,"{18,17,16,15,14}",,t,0.6.4,PGDG,postgresql-$v-tablelog,"{18,17,16,15,14}",,f,2,0,0,2023-07-29,2025-10-08,2025-10-08,2025-10-08,2026-07-16,record table modification logs and PITR for table/row,记录某张表的修改日志并做表/行级时间点恢复,,{},2026-07-17
5870,pgelog,pgelog,pgelog,ADMIN,t,,puresql,,,f,SQL,PostgreSQL,,1.0.2,https://github.com/anfiau/pgelog,https://github.com/anfiau/pgelog,,,https://github.com/anfiau/pgelog/blob/main/LICENSE,https://github.com/anfiau/pgelog/blob/main/pgelog.control,https://github.com/anfiau,,https://pgxn.org/dist/pgelog/,f,f,t,f,f,f,,,"{14,15,16,17,18}","{dblink,pg_variables}",,"{table_log,pgaudit,logerrors,dblink}",pgelog-1.0.2.tar.gz,,1.0.2,PIGSTY,pgelog_$v,"{18,17,16,15,14}","{postgresql$v-contrib,pg_variables_$v}",t,1.0.2,PIGSTY,postgresql-$v-pgelog,"{18,17,16,15,14}",{postgresql-$v-pg-variables},t,4,0,0,2025-09-16,2025-09-26,2025-09-25,2025-09-26,2026-07-16,Extended logging via pseudo-autonomous transactions,通过伪自治事务实现扩展日志记录,,{},2026-07-18
5880,pgagent,pgagent,pgagent,ADMIN,t,,standard,,,f,C,PostgreSQL,,4.2.3,https://www.pgadmin.org/docs/pgadmin4/development/pgagent.html,,https://www.pgadmin.org/,,https://github.com/pgadmin-org/pgagent/blob/master/LICENSE,https://github.com/pgadmin-org/pgagent/blob/master/pgagent.control.in,https://github.com/pgadmin-org,,,f,t,t,f,f,,,,"{14,15,16,17,18}",,,"{pg_cron,pg_task,pg_jobmon,pg_partman,pglogical,pg_background,pg_repack,pg_rewrite}",,,4.2.3,PGDG,pgagent_$v,"{18,17,16,15,14}",,f,4.2.3,PGDG,pgagent,"{18,17,16,15,14}",,f,,,,,,,2025-02-20,,A PostgreSQL job scheduler,PostgreSQL任务调度工具，与PGADMIN配合使用,,{},2025-02-20
5890,pg_prewarm,pg_prewarm,pg_prewarm,ADMIN,t,,preload,,,t,C,PostgreSQL,,1.2,https://www.postgresql.org/docs/current/pgprewarm.html,,https://www.postgresql.org/,https://www.postgresql.org/docs/current/pgprewarm.html,https://raw.githubusercontent.com/postgres/postgres/master/COPYRIGHT,https://raw.githubusercontent.com/postgres/postgres/master/contrib/pg_prewarm/pg_prewarm.control,https://github.com/postgres,,,f,t,t,t,f,,{pg_prewarm},,"{14,15,16,17,18}",,{pgcozy},"{pgfincore,pg_cooldown,pgcozy,pg_buffercache,pg_repack,pg_rewrite,pg_squeeze,old_snapshot}",,,1.2,CONTRIB,postgresql$v-contrib,"{18,17,16,15,14}",,f,1.2,CONTRIB,postgresql-$v,"{18,17,16,15,14}",,f,,,,,2026-05-14,2026-05-14,2026-05-14,,prewarm relation data,预热关系数据,,{},2026-07-19
5900,pgpool_adm,pgpool,pgpool_adm,ADMIN,t,,puresql,,,f,C,PostgreSQL,,4.7.2,https://pgpool.net/,,https://www.pgpool.net/,,https://github.com/pgpool/pgpool2/blob/master/COPYING,https://github.com/pgpool/pgpool2/blob/master/src/sql/pgpool_adm/pgpool_adm.control,https://github.com/pgpool,,,f,f,t,f,f,,,,"{14,15,16,17,18}",,,"{pgautofailover,pg_failover_slots,pg_repack,pg_rewrite,pg_squeeze,pg_dirtyread}",,,4.7.2,PGDG,pgpool-II-pg$v-extensions,"{18,17,16,15,14}",,f,4.7.2,PGDG,postgresql-$v-pgpool2,"{18,17,16,15,14}",,f,,,,,,,2026-05-12,,Administrative functions for pgPool,PGPool 管理函数,,{},2026-07-22
5910,pgpool_recovery,pgpool,pgpool_adm,ADMIN,t,,puresql,,,f,C,PostgreSQL,,4.7.2,https://pgpool.net/,,https://www.pgpool.net/,,https://github.com/pgpool/pgpool2/blob/master/COPYING,https://github.com/pgpool/pgpool2/blob/master/src/sql/pgpool-recovery/pgpool_recovery.control,https://github.com/pgpool,,,f,f,t,f,f,,,,"{14,15,16,17,18}",,,"{pgautofailover,pglogical,pg_failover_slots,repmgr,pg_repack,pg_rewrite}",,,4.7.2,PGDG,pgpool-II-pg$v-extensions,"{18,17,16,15,14}",,f,4.7.2,PGDG,postgresql-$v-pgpool2,"{18,17,16,15,14}",,f,,,,,,,2026-05-12,,recovery functions for pgpool-II for V4.3,PGPool辅助扩展，从v4.3提供的恢复函数,,{},2026-07-22
5920,pgpool_regclass,pgpool,pgpool_adm,ADMIN,t,,puresql,,,f,C,PostgreSQL,,4.7.2,https://pgpool.net/,,https://www.pgpool.net/,,https://github.com/pgpool/pgpool2/blob/master/COPYING,https://github.com/pgpool/pgpool2/blob/master/src/sql/pgpool-regclass/pgpool_regclass.control,https://github.com/pgpool,,,f,f,t,f,f,,,,"{14,15,16,17,18}",,,"{pg_repack,pg_rewrite,pg_squeeze,pg_dirtyread,pgfincore,pg_cooldown}",,,4.7.2,PGDG,pgpool-II-pg$v-extensions,"{18,17,16,15,14}",,f,4.7.2,PGDG,postgresql-$v-pgpool2,"{18,17,16,15,14}",,f,,,,,,,2026-05-12,,replacement for regclass,PGPool辅助扩展，RegClass替代,,{},2026-07-22
5930,lo,lo,lo,ADMIN,t,,standard,,,t,C,PostgreSQL,,1.1,https://www.postgresql.org/docs/current/lo.html,,https://www.postgresql.org/,https://www.postgresql.org/docs/current/lo.html,https://raw.githubusercontent.com/postgres/postgres/master/COPYRIGHT,https://raw.githubusercontent.com/postgres/postgres/master/contrib/lo/lo.control,https://github.com/postgres,,,f,t,t,f,t,,,,"{14,15,16,17,18}",,,"{pgcrypto,adminpack,file_fdw,pageinspect,pg_visibility,pg_repack,pg_rewrite,pg_squeeze}",,,1.1,CONTRIB,postgresql$v-contrib,"{18,17,16,15,14}",,f,1.1,CONTRIB,postgresql-$v,"{18,17,16,15,14}",,f,,,,,2026-05-14,2026-05-14,2026-05-14,,Large Object maintenance,大对象维护,,{},2025-09-06
5940,basic_archive,basic_archive,basic_archive,ADMIN,t,,headless,,,t,C,PostgreSQL,,-,https://www.postgresql.org/docs/current/basic-archive.html,,https://www.postgresql.org/,https://www.postgresql.org/docs/current/basic-archive.html,https://github.com/postgres/postgres/blob/master/COPYRIGHT,,https://github.com/postgres,,,f,t,f,f,f,,,,"{15,16,17,18}",,,"{basebackup_to_shell,pg_walinspect,pg_repack,pg_rewrite,pg_squeeze,pg_dirtyread,pgfincore,pg_cooldown}",,,-,CONTRIB,postgresql$v-contrib,"{18,17,16,15}",,f,-,CONTRIB,postgresql-$v,"{18,17,16,15}",,f,,,,,2026-05-14,2026-05-14,2026-05-14,,an example of an archive module,归档模块样例,,{},2025-09-06
5950,basebackup_to_shell,basebackup_to_shell,basebackup_to_shell,ADMIN,t,,headless,,,t,C,PostgreSQL,,-,https://www.postgresql.org/docs/current/basebackup-to-shell.html,,https://www.postgresql.org/,https://www.postgresql.org/docs/current/basebackup-to-shell.html,https://github.com/postgres/postgres/blob/master/COPYRIGHT,,https://github.com/postgres,,,f,t,f,f,f,,,,"{15,16,17,18}",,,"{basic_archive,pg_walinspect,pg_repack,pg_rewrite,pg_squeeze,pg_dirtyread,pgfincore,pg_cooldown}",,,-,CONTRIB,postgresql$v-contrib,"{18,17,16,15}",,f,-,CONTRIB,postgresql-$v,"{18,17,16,15}",,f,,,,,2026-05-14,2026-05-14,2026-05-14,,adds a custom basebackup target called shell,添加一种备份到Shell终端到基础备份方式,,{},2025-09-06
5960,old_snapshot,old_snapshot,old_snapshot,ADMIN,t,,standard,,,t,C,PostgreSQL,,1.0,https://www.postgresql.org/docs/current/oldsnapshot.html,,https://www.postgresql.org/,https://www.postgresql.org/docs/current/oldsnapshot.html,https://raw.githubusercontent.com/postgres/postgres/REL_16_STABLE/COPYRIGHT,https://raw.githubusercontent.com/postgres/postgres/REL_16_STABLE/contrib/old_snapshot/old_snapshot.control,https://github.com/postgres,,,f,t,t,f,f,,,,"{14,15,16}",,,"{pageinspect,pg_visibility,pgstattuple,pg_prewarm,pg_buffercache,amcheck,pg_surgery,toastinfo}",,,1.0,CONTRIB,postgresql$v-contrib,"{16,15,14}",,f,1.0,CONTRIB,postgresql-$v,"{16,15,14}",,f,,,,,2026-05-14,2026-05-14,2026-05-14,,utilities in support of old_snapshot_threshold,支持 old_snapshot_threshold 的实用程序,,{},2025-09-06
5970,adminpack,adminpack,adminpack,ADMIN,t,,standard,,,t,C,PostgreSQL,,2.1,https://www.postgresql.org/docs/16/adminpack.html,,https://www.postgresql.org/,https://www.postgresql.org/docs/16/adminpack.html,https://raw.githubusercontent.com/postgres/postgres/REL_16_STABLE/COPYRIGHT,https://raw.githubusercontent.com/postgres/postgres/REL_16_STABLE/contrib/adminpack/adminpack.control,https://github.com/postgres,,,f,t,t,f,f,,,,"{14,15,16}",,,"{fio,lo,file_fdw,ddlx,pgdd,pg_catcheck,pg_cheat_funcs,pg_repack}",,,2.1,CONTRIB,postgresql$v-contrib,"{16,15,14}",,f,2.1,CONTRIB,postgresql-$v,"{16,15,14}",,f,,,,,2026-05-14,2026-05-14,2026-05-14,,administrative functions for PostgreSQL,PostgreSQL 管理函数集合,,{},2025-09-06
